rotulo,arquivo,status,destino
Certificar (atestar),Certificar (atestar)_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Certificar (atestar)\public\public_0002.npy
Cerveja,Cerveja_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cerveja\public\public_0000.npy
Cerveja,Cerveja_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cerveja\public\public_0001.npy
Cerveja,Cerveja_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cerveja\public\public_0002.npy
Cesta (de feira),Cesta (de feira)_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cesta (de feira)\public\public_0000.npy
Cesta (de feira),Cesta (de feira)_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cesta (de feira)\public\public_0001.npy
Cesta (de feira),Cesta (de feira)_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cesta (de feira)\public\public_0002.npy
Chamada por telefone,Chamada por telefone_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chamada por telefone\public\public_0000.npy
Chamada por telefone,Chamada por telefone_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chamada por telefone\public\public_0001.npy
Chamada por telefone,Chamada por telefone_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chamada por telefone\public\public_0002.npy
Chance,Chance_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chance\public\public_0000.npy
Chance,Chance_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chance\public\public_0001.npy
Chance,Chance_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chance\public\public_0002.npy
Chapéu,Chapéu_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chapéu\public\public_0000.npy
Chapéu,Chapéu_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chapéu\public\public_0001.npy
Chapéu,Chapéu_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chapéu\public\public_0002.npy
Chave,Chave_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chave\public\public_0000.npy
Chave,Chave_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chave\public\public_0001.npy
Chave,Chave_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chave\public\public_0002.npy
Chave de fenda,Chave de fenda_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chave de fenda\public\public_0000.npy
Chave de fenda,Chave de fenda_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chave de fenda\public\public_0001.npy
Chave de fenda,Chave de fenda_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chave de fenda\public\public_0002.npy
Chefe,Chefe_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chefe\public\public_0000.npy
Chefe,Chefe_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chefe\public\public_0001.npy
Chefe,Chefe_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chefe\public\public_0002.npy
Chegar,Chegar_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chegar\public\public_0000.npy
Chegar,Chegar_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chegar\public\public_0001.npy
Chegar,Chegar_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chegar\public\public_0002.npy
Chegar a algum lugar,Chegar a algum lugar_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chegar a algum lugar\public\public_0000.npy
Chegar a algum lugar,Chegar a algum lugar_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chegar a algum lugar\public\public_0001.npy
Chegar a algum lugar,Chegar a algum lugar_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chegar a algum lugar\public\public_0002.npy
Cheio,Cheio_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cheio\public\public_0000.npy
Cheio,Cheio_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cheio\public\public_0001.npy
Cheio,Cheio_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cheio\public\public_0002.npy
Cheiro,Cheiro_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cheiro\public\public_0000.npy
Cheiro,Cheiro_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cheiro\public\public_0001.npy
Cheiro,Cheiro_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cheiro\public\public_0002.npy
Chicote,Chicote_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chicote\public\public_0000.npy
Chicote,Chicote_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chicote\public\public_0001.npy
Chicote,Chicote_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chicote\public\public_0002.npy
Chinelo de dedo,Chinelo de dedo_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chinelo de dedo\public\public_0000.npy
Chinelo de dedo,Chinelo de dedo_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chinelo de dedo\public\public_0001.npy
Chinelo de dedo,Chinelo de dedo_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chinelo de dedo\public\public_0002.npy
Chique,Chique_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chique\public\public_0000.npy
Chique,Chique_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chique\public\public_0001.npy
Chique,Chique_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chique\public\public_0002.npy
Chocolate,Chocolate_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chocolate\public\public_0000.npy
Chocolate,Chocolate_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chocolate\public\public_0001.npy
Chocolate,Chocolate_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chocolate\public\public_0002.npy
Choro,Choro_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Choro\public\public_0000.npy
Choro,Choro_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Choro\public\public_0001.npy
Choro,Choro_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Choro\public\public_0002.npy
Chute,Chute_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chute\public\public_0000.npy
Chute,Chute_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chute\public\public_0001.npy
Chute,Chute_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chute\public\public_0002.npy
Chuva,Chuva_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chuva\public\public_0000.npy
Chuva,Chuva_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chuva\public\public_0001.npy
Chuva,Chuva_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chuva\public\public_0002.npy
Chuveiro,Chuveiro_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chuveiro\public\public_0000.npy
Chuveiro,Chuveiro_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chuveiro\public\public_0001.npy
Chuveiro,Chuveiro_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chuveiro\public\public_0002.npy
Chá,Chá_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chá\public\public_0000.npy
Chá,Chá_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chá\public\public_0001.npy
Chá,Chá_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chá\public\public_0002.npy
Chão,Chão_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chão\public\public_0000.npy
Chão,Chão_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chão\public\public_0001.npy
Chão,Chão_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Chão\public\public_0002.npy
Ciclo,Ciclo_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Ciclo\public\public_0000.npy
Ciclo,Ciclo_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Ciclo\public\public_0001.npy
Ciclo,Ciclo_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Ciclo\public\public_0002.npy
Cidade,Cidade_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cidade\public\public_0000.npy
Cidade,Cidade_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cidade\public\public_0001.npy
Cidade,Cidade_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cidade\public\public_0002.npy
Cigarro,Cigarro_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cigarro\public\public_0000.npy
Cigarro,Cigarro_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cigarro\public\public_0001.npy
Cigarro,Cigarro_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cigarro\public\public_0002.npy
Cintura,Cintura_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cintura\public\public_0000.npy
Cintura,Cintura_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cintura\public\public_0001.npy
Cintura,Cintura_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cintura\public\public_0002.npy
Cinza (cor),Cinza (cor)_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cinza (cor)\public\public_0000.npy
Cinza (cor),Cinza (cor)_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cinza (cor)\public\public_0001.npy
Cinza (cor),Cinza (cor)_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cinza (cor)\public\public_0002.npy
Cirurgia,Cirurgia_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cirurgia\public\public_0000.npy
Cirurgia,Cirurgia_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cirurgia\public\public_0001.npy
Cirurgia,Cirurgia_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cirurgia\public\public_0002.npy
Citação,Citação_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Citação\public\public_0000.npy
Citação,Citação_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Citação\public\public_0001.npy
Citação,Citação_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Citação\public\public_0002.npy
Ciumento,Ciumento_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Ciumento\public\public_0000.npy
Ciumento,Ciumento_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Ciumento\public\public_0001.npy
Ciumento,Ciumento_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Ciumento\public\public_0002.npy
Ciência,Ciência_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Ciência\public\public_0000.npy
Ciência,Ciência_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Ciência\public\public_0001.npy
Ciência,Ciência_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Ciência\public\public_0002.npy
Claro,Claro_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Claro\public\public_0000.npy
Claro,Claro_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Claro\public\public_0001.npy
Claro,Claro_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Claro\public\public_0002.npy
Classe,Classe_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Classe\public\public_0000.npy
Classe,Classe_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Classe\public\public_0001.npy
Classe,Classe_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Classe\public\public_0002.npy
Clima,Clima_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Clima\public\public_0000.npy
Clima,Clima_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Clima\public\public_0001.npy
Clima,Clima_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Clima\public\public_0002.npy
Cobertor,Cobertor_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cobertor\public\public_0000.npy
Cobertor,Cobertor_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cobertor\public\public_0001.npy
Cobertor,Cobertor_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cobertor\public\public_0002.npy
Coco,Coco_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Coco\public\public_0000.npy
Coco,Coco_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Coco\public\public_0001.npy
Coco,Coco_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Coco\public\public_0002.npy
Coelho,Coelho_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Coelho\public\public_0000.npy
Coelho,Coelho_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Coelho\public\public_0001.npy
Coelho,Coelho_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Coelho\public\public_0002.npy
Cola,Cola_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cola\public\public_0000.npy
Cola,Cola_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cola\public\public_0001.npy
Cola,Cola_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Cola\public\public_0002.npy
Colaborar,Colaborar_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Colaborar\public\public_0000.npy
Colaborar,Colaborar_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Colaborar\public\public_0001.npy
Colaborar,Colaborar_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Colaborar\public\public_0002.npy
Colapso,Colapso_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Colapso\public\public_0000.npy
Colapso,Colapso_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Colapso\public\public_0001.npy
Colapso,Colapso_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Colapso\public\public_0002.npy
Colar grau,Colar grau_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Colar grau\public\public_0000.npy
Colar grau,Colar grau_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Colar grau\public\public_0001.npy
Colar grau,Colar grau_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Colar grau\public\public_0002.npy
Coletar,Coletar_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Coletar\public\public_0000.npy
Coletar,Coletar_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Coletar\public\public_0001.npy
Coletar,Coletar_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Coletar\public\public_0002.npy
Colocar,Colocar_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Colocar\public\public_0000.npy
Colocar,Colocar_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Colocar\public\public_0001.npy
Colocar,Colocar_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Colocar\public\public_0002.npy
Colégio,Colégio_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Colégio\public\public_0000.npy
Colégio,Colégio_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Colégio\public\public_0001.npy
Colégio,Colégio_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Colégio\public\public_0002.npy
Com frequência,Com frequência_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Com frequência\public\public_0000.npy
Com frequência,Com frequência_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Com frequência\public\public_0001.npy
Com frequência,Com frequência_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Com frequência\public\public_0002.npy
Com licença,Com licença_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Com licença\public\public_0000.npy
Com licença,Com licença_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Com licença\public\public_0001.npy
Com licença,Com licença_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Com licença\public\public_0002.npy
Com medo,Com medo_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Com medo\public\public_0000.npy
Com medo,Com medo_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Com medo\public\public_0001.npy
Com medo,Com medo_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Com medo\public\public_0002.npy
Com sede,Com sede_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Com sede\public\public_0000.npy
Com sede,Com sede_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Com sede\public\public_0001.npy
Com sede,Com sede_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Com sede\public\public_0002.npy
Comemorar (celebrar),Comemorar (celebrar)_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comemorar (celebrar)\public\public_0000.npy
Comemorar (celebrar),Comemorar (celebrar)_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comemorar (celebrar)\public\public_0001.npy
Comemorar (celebrar),Comemorar (celebrar)_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comemorar (celebrar)\public\public_0002.npy
Comer,Comer_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comer\public\public_0000.npy
Comer,Comer_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comer\public\public_0001.npy
Comer,Comer_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comer\public\public_0002.npy
Comer com faca,Comer com faca_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comer com faca\public\public_0000.npy
Comer com faca,Comer com faca_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comer com faca\public\public_0001.npy
Comer com faca,Comer com faca_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comer com faca\public\public_0002.npy
Comer à noite,Comer à noite_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comer à noite\public\public_0000.npy
Comer à noite,Comer à noite_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comer à noite\public\public_0001.npy
Comer à noite,Comer à noite_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comer à noite\public\public_0002.npy
Começar,Começar_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Começar\public\public_0000.npy
Começar,Começar_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Começar\public\public_0001.npy
Começar,Começar_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Começar\public\public_0002.npy
Comissão,Comissão_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comissão\public\public_0000.npy
Comissão,Comissão_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comissão\public\public_0001.npy
Comissão,Comissão_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comissão\public\public_0002.npy
Como,Como_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Como\public\public_0000.npy
Como,Como_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Como\public\public_0001.npy
Como,Como_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Como\public\public_0002.npy
Compaixão,Compaixão_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Compaixão\public\public_0000.npy
Compaixão,Compaixão_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Compaixão\public\public_0001.npy
Compaixão,Compaixão_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Compaixão\public\public_0002.npy
Comparar,Comparar_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comparar\public\public_0000.npy
Comparar,Comparar_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comparar\public\public_0001.npy
Comparar,Comparar_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comparar\public\public_0002.npy
Comportamento (conduta),Comportamento (conduta)_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comportamento (conduta)\public\public_0000.npy
Comportamento (conduta),Comportamento (conduta)_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comportamento (conduta)\public\public_0001.npy
Comportamento (conduta),Comportamento (conduta)_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comportamento (conduta)\public\public_0002.npy
Comprar,Comprar_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comprar\public\public_0000.npy
Comprar,Comprar_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comprar\public\public_0001.npy
Comprar,Comprar_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comprar\public\public_0002.npy
Compreender,Compreender_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Compreender\public\public_0000.npy
Compreender,Compreender_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Compreender\public\public_0001.npy
Compreender,Compreender_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Compreender\public\public_0002.npy
Compromisso marcado,Compromisso marcado_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Compromisso marcado\public\public_0000.npy
Compromisso marcado,Compromisso marcado_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Compromisso marcado\public\public_0001.npy
Compromisso marcado,Compromisso marcado_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Compromisso marcado\public\public_0002.npy
Computador,Computador_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Computador\public\public_0000.npy
Computador,Computador_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Computador\public\public_0001.npy
Computador,Computador_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Computador\public\public_0002.npy
Computador portátil,Computador portátil_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Computador portátil\public\public_0000.npy
Computador portátil,Computador portátil_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Computador portátil\public\public_0001.npy
Computador portátil,Computador portátil_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Computador portátil\public\public_0002.npy
Comunicar,Comunicar_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comunicar\public\public_0000.npy
Comunicar,Comunicar_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comunicar\public\public_0001.npy
Comunicar,Comunicar_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Comunicar\public\public_0002.npy
Conceito,Conceito_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Conceito\public\public_0000.npy
Conceito,Conceito_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Conceito\public\public_0001.npy
Conceito,Conceito_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Conceito\public\public_0002.npy
Conclusão,Conclusão_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Conclusão\public\public_0000.npy
Conclusão,Conclusão_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Conclusão\public\public_0001.npy
Conclusão,Conclusão_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Conclusão\public\public_0002.npy
Concordar,Concordar_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Concordar\public\public_0000.npy
Concordar,Concordar_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Concordar\public\public_0001.npy
Concordar,Concordar_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Concordar\public\public_0002.npy
Condutor,Condutor_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Condutor\public\public_0000.npy
Condutor,Condutor_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Condutor\public\public_0001.npy
Condutor,Condutor_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Condutor\public\public_0002.npy
Conduzir,Conduzir_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Conduzir\public\public_0000.npy
Conduzir,Conduzir_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Conduzir\public\public_0001.npy
Conduzir,Conduzir_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Conduzir\public\public_0002.npy
Confortável,Confortável_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Confortável\public\public_0000.npy
Confortável,Confortável_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Confortável\public\public_0001.npy
Confortável,Confortável_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Confortável\public\public_0002.npy
Confrontar (enfrentar),Confrontar (enfrentar)_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Confrontar (enfrentar)\public\public_0000.npy
Confrontar (enfrentar),Confrontar (enfrentar)_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Confrontar (enfrentar)\public\public_0001.npy
